geography,sex,age_group,disability_type,global_severity,labour_force_status,value
Manitoba,Males,25 to 34 years,All disability types,Mild,Total labour force,1730.0
Manitoba,Males,25 to 34 years,All disability types,Mild,Employed,1130.0
Manitoba,Males,25 to 34 years,All disability types,Mild,Participation rate,69.6
Manitoba,Males,25 to 34 years,All disability types,Mild,Age standardized participation rate,69.5
Manitoba,Males,25 to 34 years,All disability types,Mild,Employment Rate,67.3
Manitoba,Males,25 to 34 years,All disability types,Mild,Age standardized employment rate,67.3
Manitoba,Males,25 to 34 years,All disability types,Moderate,Total labour force,900.0
Manitoba,Males,25 to 34 years,All disability types,Moderate,Participation rate,58.9
Manitoba,Males,25 to 34 years,All disability types,Moderate,Age standardized participation rate,59.4
Manitoba,Males,25 to 34 years,All disability types,Severe,Total labour force,820.0
Manitoba,Males,25 to 34 years,All disability types,Severe,Employed,390.0
Manitoba,Males,25 to 34 years,All disability types,Severe,Participation rate,58.5
Manitoba,Males,25 to 34 years,All disability types,Severe,Age standardized participation rate,58.7
Manitoba,Males,25 to 34 years,All disability types,Severe,Employment Rate,47.6
Manitoba,Males,25 to 34 years,All disability types,Severe,Age standardized employment rate,47.4
Manitoba,Males,25 to 34 years,Pain,Mild,Total labour force,570.0
Manitoba,Males,25 to 34 years,Pain,Mild,Employed,450.0
Manitoba,Males,25 to 34 years,Pain,Mild,Participation rate,90.7
Manitoba,Males,25 to 34 years,Pain,Mild,Age standardized participation rate,90.3
Manitoba,Males,25 to 34 years,Pain,Mild,Employment Rate,83.3
Manitoba,Males,25 to 34 years,Pain,Mild,Age standardized employment rate,83.6
Manitoba,Males,25 to 34 years,Pain,Severe,Employed,320.0
Manitoba,Males,35 to 44 years,All disability types,Mild,Total labour force,2050.0
Manitoba,Males,35 to 44 years,All disability types,Mild,Employed,1220.0
Manitoba,Males,35 to 44 years,All disability types,Mild,Participation rate,89.9
Manitoba,Males,35 to 44 years,All disability types,Mild,Age standardized participation rate,89.8
Manitoba,Males,35 to 44 years,All disability types,Mild,Employment Rate,82.4
Manitoba,Males,35 to 44 years,All disability types,Mild,Age standardized employment rate,82.1
Manitoba,Males,35 to 44 years,All disability types,Moderate,Total labour force,1080.0
Manitoba,Males,35 to 44 years,All disability types,Moderate,Employed,810.0
Manitoba,Males,35 to 44 years,All disability types,Moderate,Participation rate,96.3
Manitoba,Males,35 to 44 years,All disability types,Moderate,Age standardized participation rate,95.7
Manitoba,Males,35 to 44 years,All disability types,Moderate,Employment Rate,75.0
Manitoba,Males,35 to 44 years,All disability types,Moderate,Age standardized employment rate,75.0
Manitoba,Males,35 to 44 years,All disability types,Severe,Total labour force,1350.0
Manitoba,Males,35 to 44 years,All disability types,Severe,Participation rate,59.8
Manitoba,Males,35 to 44 years,All disability types,Severe,Age standardized participation rate,59.9
Manitoba,Males,35 to 44 years,All disability types,Severe,Employment Rate,59.8
Manitoba,Males,35 to 44 years,All disability types,Severe,Age standardized employment rate,59.9
Manitoba,Males,35 to 44 years,Flexibility,Mild,Total labour force,340.0
Manitoba,Males,35 to 44 years,Flexibility,Mild,Employed,250.0
Manitoba,Males,35 to 44 years,Flexibility,Mild,Participation rate,88.2
Manitoba,Males,35 to 44 years,Flexibility,Mild,Age standardized participation rate,87.9
Manitoba,Males,35 to 44 years,Flexibility,Mild,Employment Rate,73.5
Manitoba,Males,35 to 44 years,Flexibility,Mild,Age standardized employment rate,72.0
Manitoba,Males,35 to 44 years,Flexibility,Moderate,Participation rate,100.0
Manitoba,Males,35 to 44 years,Flexibility,Moderate,Age standardized participation rate,100.0
Manitoba,Males,35 to 44 years,Flexibility,Moderate,Employment Rate,68.2
Manitoba,Males,35 to 44 years,Flexibility,Moderate,Age standardized employment rate,68.3
Manitoba,Males,35 to 44 years,Pain,Mild,Total labour force,1490.0
Manitoba,Males,35 to 44 years,Pain,Mild,Employed,870.0
Manitoba,Males,35 to 44 years,Pain,Mild,Participation rate,100.0
Manitoba,Males,35 to 44 years,Pain,Mild,Age standardized participation rate,100.0
Manitoba,Males,35 to 44 years,Pain,Mild,Employment Rate,93.5
Manitoba,Males,35 to 44 years,Pain,Mild,Age standardized employment rate,94.1
Manitoba,Males,35 to 44 years,Pain,Moderate,Participation rate,97.5
Manitoba,Males,35 to 44 years,Pain,Moderate,Age standardized participation rate,98.0
Manitoba,Males,35 to 44 years,Pain,Moderate,Employment Rate,72.5
Manitoba,Males,35 to 44 years,Pain,Moderate,Age standardized employment rate,72.1
Manitoba,Males,35 to 44 years,Pain,Severe,Total labour force,1310.0
Manitoba,Males,35 to 44 years,Pain,Severe,Participation rate,58.5
Manitoba,Males,35 to 44 years,Pain,Severe,Age standardized participation rate,58.7
Manitoba,Males,35 to 44 years,Pain,Severe,Employment Rate,58.5
Manitoba,Males,35 to 44 years,Pain,Severe,Age standardized employment rate,58.7
Manitoba,Males,45 to 54 years,All disability types,Mild,Total labour force,3470.0
Manitoba,Males,45 to 54 years,All disability types,Mild,Employed,2930.0
Manitoba,Males,45 to 54 years,All disability types,Mild,Participation rate,87.2
Manitoba,Males,45 to 54 years,All disability types,Mild,Age standardized participation rate,87.2
Manitoba,Males,45 to 54 years,All disability types,Mild,Employment Rate,87.2
Manitoba,Males,45 to 54 years,All disability types,Mild,Age standardized employment rate,87.2
Manitoba,Males,45 to 54 years,All disability types,Moderate,Total labour force,2270.0
Manitoba,Males,45 to 54 years,All disability types,Moderate,Employed,1890.0
Manitoba,Males,45 to 54 years,All disability types,Moderate,Participation rate,83.3
Manitoba,Males,45 to 54 years,All disability types,Moderate,Age standardized participation rate,83.2
Manitoba,Males,45 to 54 years,All disability types,Moderate,Employment Rate,83.3
Manitoba,Males,45 to 54 years,All disability types,Moderate,Age standardized employment rate,83.2
Manitoba,Males,45 to 54 years,All disability types,Severe,Total labour force,2110.0
Manitoba,Males,45 to 54 years,All disability types,Severe,Employed,1200.0
Manitoba,Males,45 to 54 years,All disability types,Severe,Participation rate,70.2
Manitoba,Males,45 to 54 years,All disability types,Severe,Age standardized participation rate,70.4
Manitoba,Males,45 to 54 years,All disability types,Severe,Employment Rate,70.2
Manitoba,Males,45 to 54 years,All disability types,Severe,Age standardized employment rate,70.4
Manitoba,Males,45 to 54 years,All disability types,Very Severe,Total labour force,2550.0
Manitoba,Males,45 to 54 years,All disability types,Very Severe,Employed,1240.0
Manitoba,Males,45 to 54 years,All disability types,Very Severe,Participation rate,59.6
Manitoba,Males,45 to 54 years,All disability types,Very Severe,Age standardized participation rate,59.4
Manitoba,Males,45 to 54 years,All disability types,Very Severe,Employment Rate,55.1
Manitoba,Males,45 to 54 years,All disability types,Very Severe,Age standardized employment rate,55.2
Manitoba,Males,45 to 54 years,Seeing,Very Severe,Total labour force,1090.0
Manitoba,Males,45 to 54 years,Hearing,Very Severe,Total labour force,1200.0
Manitoba,Males,45 to 54 years,Mobility,Severe,Total labour force,1160.0
Manitoba,Males,45 to 54 years,Mobility,Very Severe,Total labour force,2450.0
Manitoba,Males,45 to 54 years,Mobility,Very Severe,Employed,1170.0
Manitoba,Males,45 to 54 years,Mobility,Very Severe,Participation rate,58.8
Manitoba,Males,45 to 54 years,Mobility,Very Severe,Age standardized participation rate,58.6
Manitoba,Males,45 to 54 years,Mobility,Very Severe,Employment Rate,54.2
Manitoba,Males,45 to 54 years,Mobility,Very Severe,Age standardized employment rate,54.3
Manitoba,Males,45 to 54 years,Flexibility,Moderate,Total labour force,930.0
Manitoba,Males,45 to 54 years,Flexibility,Moderate,Employed,850.0
Manitoba,Males,45 to 54 years,Flexibility,Moderate,Participation rate,91.4
Manitoba,Males,45 to 54 years,Flexibility,Moderate,Age standardized participation rate,91.9
Manitoba,Males,45 to 54 years,Flexibility,Moderate,Employment Rate,91.4
Manitoba,Males,45 to 54 years,Flexibility,Moderate,Age standardized employment rate,91.9
Manitoba,Males,45 to 54 years,Flexibility,Severe,Total labour force,1470.0
Manitoba,Males,45 to 54 years,Flexibility,Severe,Employed,970.0
Manitoba,Males,45 to 54 years,Flexibility,Severe,Participation rate,78.9
Manitoba,Males,45 to 54 years,Flexibility,Severe,Age standardized participation rate,78.7
Manitoba,Males,45 to 54 years,Flexibility,Severe,Employment Rate,78.9
Manitoba,Males,45 to 54 years,Flexibility,Severe,Age standardized employment rate,78.7
Manitoba,Males,45 to 54 years,Flexibility,Very Severe,Total labour force,2380.0
Manitoba,Males,45 to 54 years,Flexibility,Very Severe,Employed,1170.0
Manitoba,Males,45 to 54 years,Flexibility,Very Severe,Participation rate,58.8
Manitoba,Males,45 to 54 years,Flexibility,Very Severe,Age standardized participation rate,58.6
Manitoba,Males,45 to 54 years,Flexibility,Very Severe,Employment Rate,54.2
Manitoba,Males,45 to 54 years,Flexibility,Very Severe,Age standardized employment rate,54.3
Manitoba,Males,45 to 54 years,Dexterity,Very Severe,Total labour force,1280.0
Manitoba,Males,45 to 54 years,Pain,Mild,Total labour force,1500.0
Manitoba,Males,45 to 54 years,Pain,Mild,Employed,1400.0
Manitoba,Males,45 to 54 years,Pain,Mild,Participation rate,95.2
Manitoba,Males,45 to 54 years,Pain,Mild,Age standardized participation rate,94.9
Manitoba,Males,45 to 54 years,Pain,Mild,Employment Rate,95.2
Manitoba,Males,45 to 54 years,Pain,Mild,Age standardized employment rate,94.9
Manitoba,Males,45 to 54 years,Pain,Moderate,Total labour force,1730.0
Manitoba,Males,45 to 54 years,Pain,Moderate,Employed,1570.0
Manitoba,Males,45 to 54 years,Pain,Moderate,Participation rate,90.8
Manitoba,Males,45 to 54 years,Pain,Moderate,Age standardized participation rate,90.8
Manitoba,Males,45 to 54 years,Pain,Moderate,Employment Rate,90.8
Manitoba,Males,45 to 54 years,Pain,Moderate,Age standardized employment rate,90.8
Manitoba,Males,45 to 54 years,Pain,Severe,Total labour force,1680.0
Manitoba,Males,45 to 54 years,Pain,Severe,Employed,970.0
Manitoba,Males,45 to 54 years,Pain,Severe,Participation rate,75.8
Manitoba,Males,45 to 54 years,Pain,Severe,Age standardized participation rate,75.5
Manitoba,Males,45 to 54 years,Pain,Severe,Employment Rate,75.8
Manitoba,Males,45 to 54 years,Pain,Severe,Age standardized employment rate,75.5
Manitoba,Males,45 to 54 years,Pain,Very Severe,Total labour force,2530.0
Manitoba,Males,45 to 54 years,Pain,Very Severe,Employed,1240.0
Manitoba,Males,45 to 54 years,Pain,Very Severe,Participation rate,60.1
Manitoba,Males,45 to 54 years,Pain,Very Severe,Age standardized participation rate,59.9
Manitoba,Males,45 to 54 years,Pain,Very Severe,Employment Rate,55.6
Manitoba,Males,45 to 54 years,Pain,Very Severe,Age standardized employment rate,55.7
Manitoba,Males,45 to 54 years,Mental and/or psychological,Very Severe,Total labour force,1660.0
Manitoba,Males,55 to 64 years,All disability types,Mild,Total labour force,5040.0
Manitoba,Males,55 to 64 years,All disability types,Mild,Employed,3510.0
Manitoba,Males,55 to 64 years,All disability types,Mild,Not in labour force,920.0
Manitoba,Males,55 to 64 years,All disability types,Mild,Participation rate,81.5
Manitoba,Males,55 to 64 years,All disability types,Mild,Age standardized participation rate,81.4
Manitoba,Males,55 to 64 years,All disability types,Mild,Employment Rate,70.8
Manitoba,Males,55 to 64 years,All disability types,Mild,Age standardized employment rate,70.7
Manitoba,Males,55 to 64 years,All disability types,Moderate,Total labour force,3670.0
Manitoba,Males,55 to 64 years,All disability types,Moderate,Employed,1940.0
Manitoba,Males,55 to 64 years,All disability types,Moderate,Participation rate,73.1
Manitoba,Males,55 to 64 years,All disability types,Moderate,Age standardized participation rate,73.3
Manitoba,Males,55 to 64 years,All disability types,Moderate,Employment Rate,68.6
Manitoba,Males,55 to 64 years,All disability types,Moderate,Age standardized employment rate,68.7
Manitoba,Males,55 to 64 years,All disability types,Severe,Total labour force,3590.0
Manitoba,Males,55 to 64 years,All disability types,Severe,Employed,1790.0
Manitoba,Males,55 to 64 years,All disability types,Severe,Participation rate,57.8
Manitoba,Males,55 to 64 years,All disability types,Severe,Age standardized participation rate,57.7
Manitoba,Males,55 to 64 years,All disability types,Severe,Employment Rate,55.6
Manitoba,Males,55 to 64 years,All disability types,Severe,Age standardized employment rate,55.6
Manitoba,Males,55 to 64 years,All disability types,Very Severe,Total labour force,3480.0
Manitoba,Males,55 to 64 years,All disability types,Very Severe,Not in labour force,1800.0
Manitoba,Males,55 to 64 years,Seeing,Very Severe,Total labour force,1720.0
Manitoba,Males,55 to 64 years,Hearing,Mild,Total labour force,1920.0
Manitoba,Males,55 to 64 years,Hearing,Mild,Employed,1170.0
Manitoba,Males,55 to 64 years,Hearing,Mild,Participation rate,88.5
Manitoba,Males,55 to 64 years,Hearing,Mild,Age standardized participation rate,88.8
Manitoba,Males,55 to 64 years,Hearing,Mild,Employment Rate,60.9
Manitoba,Males,55 to 64 years,Hearing,Mild,Age standardized employment rate,61.0
Manitoba,Males,55 to 64 years,Hearing,Very Severe,Total labour force,1720.0
Manitoba,Males,55 to 64 years,Mobility,Moderate,Total labour force,2160.0
Manitoba,Males,55 to 64 years,Mobility,Severe,Total labour force,2460.0
Manitoba,Males,55 to 64 years,Mobility,Very Severe,Total labour force,3290.0
Manitoba,Males,55 to 64 years,Mobility,Very Severe,Not in labour force,1690.0
Manitoba,Males,55 to 64 years,Flexibility,Moderate,Total labour force,2810.0
Manitoba,Males,55 to 64 years,Flexibility,Moderate,Participation rate,73.8
Manitoba,Males,55 to 64 years,Flexibility,Moderate,Age standardized participation rate,73.6
Manitoba,Males,55 to 64 years,Flexibility,Moderate,Employment Rate,69.8
Manitoba,Males,55 to 64 years,Flexibility,Moderate,Age standardized employment rate,69.6
Manitoba,Males,55 to 64 years,Flexibility,Severe,Total labour force,2480.0
Manitoba,Males,55 to 64 years,Flexibility,Severe,Not in labour force,810.0
Manitoba,Males,55 to 64 years,Flexibility,Severe,Participation rate,67.3
Manitoba,Males,55 to 64 years,Flexibility,Severe,Age standardized participation rate,67.5
Manitoba,Males,55 to 64 years,Flexibility,Severe,Employment Rate,64.9
Manitoba,Males,55 to 64 years,Flexibility,Severe,Age standardized employment rate,64.8
Manitoba,Males,55 to 64 years,Flexibility,Very Severe,Total labour force,3480.0
Manitoba,Males,55 to 64 years,Flexibility,Very Severe,Not in labour force,1800.0
Manitoba,Males,55 to 64 years,Dexterity,Very Severe,Total labour force,2220.0
Manitoba,Males,55 to 64 years,Pain,Mild,Total labour force,2230.0
Manitoba,Males,55 to 64 years,Pain,Mild,Employed,1770.0
Manitoba,Males,55 to 64 years,Pain,Mild,Participation rate,82.3
Manitoba,Males,55 to 64 years,Pain,Mild,Age standardized participation rate,82.2
Manitoba,Males,55 to 64 years,Pain,Mild,Employment Rate,82.3
Manitoba,Males,55 to 64 years,Pain,Mild,Age standardized employment rate,82.2
Manitoba,Males,55 to 64 years,Pain,Moderate,Total labour force,2790.0
Manitoba,Males,55 to 64 years,Pain,Moderate,Participation rate,81.5
Manitoba,Males,55 to 64 years,Pain,Moderate,Age standardized participation rate,81.4
Manitoba,Males,55 to 64 years,Pain,Moderate,Employment Rate,75.0
Manitoba,Males,55 to 64 years,Pain,Moderate,Age standardized employment rate,74.9
Manitoba,Males,55 to 64 years,Pain,Severe,Total labour force,3340.0
Manitoba,Males,55 to 64 years,Pain,Severe,Participation rate,57.6
Manitoba,Males,55 to 64 years,Pain,Severe,Age standardized participation rate,57.4
Manitoba,Males,55 to 64 years,Pain,Severe,Employment Rate,55.2
Manitoba,Males,55 to 64 years,Pain,Severe,Age standardized employment rate,55.2
Manitoba,Males,55 to 64 years,Pain,Very Severe,Total labour force,3120.0
Manitoba,Males,55 to 64 years,Pain,Very Severe,Not in labour force,1680.0
Manitoba,Males,55 to 64 years,Memory,Very Severe,Total labour force,2170.0
Manitoba,Males,55 to 64 years,Mental and/or psychological,Very Severe,Total labour force,1270.0
Manitoba,Females,15 to 24 years,All disability types,Mild,Total labour force,2010.0
Manitoba,Females,15 to 24 years,All disability types,Mild,Employed,770.0
Manitoba,Females,15 to 24 years,All disability types,Mild,Not in labour force,760.0
Manitoba,Females,15 to 24 years,All disability types,Mild,Participation rate,57.3
Manitoba,Females,15 to 24 years,All disability types,Mild,Age standardized participation rate,57.4
Manitoba,Females,15 to 24 years,All disability types,Mild,Employment Rate,43.3
Manitoba,Females,15 to 24 years,All disability types,Mild,Age standardized employment rate,43.2
Manitoba,Females,15 to 24 years,All disability types,Mild,Unemployment rate,24.5
Manitoba,Females,15 to 24 years,All disability types,Mild,Age standardized unemployment rate,24.7
Manitoba,Females,15 to 24 years,All disability types,Moderate,Total labour force,640.0
Manitoba,Females,15 to 24 years,All disability types,Moderate,Employed,270.0
Manitoba,Females,15 to 24 years,All disability types,Moderate,Not in labour force,280.0
Manitoba,Females,15 to 24 years,All disability types,Moderate,Participation rate,54.8
Manitoba,Females,15 to 24 years,All disability types,Moderate,Age standardized participation rate,54.2
Manitoba,Females,15 to 24 years,All disability types,Moderate,Employment Rate,43.5
Manitoba,Females,15 to 24 years,All disability types,Moderate,Age standardized employment rate,43.7
Manitoba,Females,15 to 24 years,All disability types,Severe,Total labour force,460.0
Manitoba,Females,15 to 24 years,All disability types,Severe,Employed,220.0
Manitoba,Females,15 to 24 years,All disability types,Severe,Not in labour force,200.0
Manitoba,Females,15 to 24 years,All disability types,Severe,Participation rate,54.5
Manitoba,Females,15 to 24 years,All disability types,Severe,Age standardized participation rate,55.3
Manitoba,Females,15 to 24 years,All disability types,Severe,Employment Rate,50.0
Manitoba,Females,15 to 24 years,All disability types,Severe,Age standardized employment rate,49.1
Manitoba,Females,15 to 24 years,All disability types,Very Severe,Total labour force,210.0
Manitoba,Females,15 to 24 years,All disability types,Very Severe,Not in labour force,150.0
Manitoba,Females,15 to 24 years,Mobility,Moderate,Total labour force,230.0
Manitoba,Females,15 to 24 years,Mobility,Moderate,Participation rate,73.9
Manitoba,Females,15 to 24 years,Mobility,Moderate,Age standardized participation rate,76.0
Manitoba,Females,15 to 24 years,Mobility,Severe,Total labour force,160.0
Manitoba,Females,15 to 24 years,Mobility,Very Severe,Total labour force,140.0
Manitoba,Females,15 to 24 years,Flexibility,Very Severe,Total labour force,140.0
Manitoba,Females,15 to 24 years,Pain,Mild,Total labour force,870.0
Manitoba,Females,15 to 24 years,Pain,Mild,Employed,200.0
Manitoba,Females,15 to 24 years,Pain,Mild,Not in labour force,360.0
Manitoba,Females,15 to 24 years,Pain,Mild,Participation rate,45.6
Manitoba,Females,15 to 24 years,Pain,Mild,Age standardized participation rate,46.2
Manitoba,Females,15 to 24 years,Pain,Mild,Employment Rate,29.4
Manitoba,Females,15 to 24 years,Pain,Mild,Age standardized employment rate,29.2
Manitoba,Females,15 to 24 years,Pain,Moderate,Total labour force,360.0
Manitoba,Females,15 to 24 years,Pain,Moderate,Employed,210.0
Manitoba,Females,15 to 24 years,Pain,Moderate,Participation rate,77.8
Manitoba,Females,15 to 24 years,Pain,Moderate,Age standardized participation rate,77.8
Manitoba,Females,15 to 24 years,Pain,Moderate,Employment Rate,58.3
Manitoba,Females,15 to 24 years,Pain,Moderate,Age standardized employment rate,59.6
Manitoba,Females,15 to 24 years,Pain,Severe,Total labour force,280.0
Manitoba,Females,15 to 24 years,Pain,Severe,Employed,140.0
Manitoba,Females,15 to 24 years,Pain,Severe,Participation rate,60.7
Manitoba,Females,15 to 24 years,Pain,Severe,Age standardized participation rate,58.5
Manitoba,Females,15 to 24 years,Pain,Severe,Employment Rate,50.0
Manitoba,Females,15 to 24 years,Pain,Severe,Age standardized employment rate,48.8
Manitoba,Females,15 to 24 years,Pain,Very Severe,Total labour force,170.0
Manitoba,Females,15 to 24 years,Pain,Very Severe,Not in labour force,120.0
Manitoba,Females,15 to 24 years,Learning,Mild,Participation rate,77.8
Manitoba,Females,15 to 24 years,Learning,Mild,Age standardized participation rate,76.8
Manitoba,Females,15 to 24 years,Learning,Severe,Total labour force,190.0
Manitoba,Females,15 to 24 years,Learning,Very Severe,Total labour force,120.0
Manitoba,Females,15 to 24 years,Mental and/or psychological,Mild,Total labour force,530.0
Manitoba,Females,15 to 24 years,Mental and/or psychological,Mild,Employed,240.0
Manitoba,Females,15 to 24 years,Mental and/or psychological,Mild,Participation rate,55.8
Manitoba,Females,15 to 24 years,Mental and/or psychological,Mild,Age standardized participation rate,55.6
Manitoba,Females,15 to 24 years,Mental and/or psychological,Mild,Employment Rate,46.2
Manitoba,Females,15 to 24 years,Mental and/or psychological,Mild,Age standardized employment rate,46.5
Manitoba,Females,15 to 24 years,Mental and/or psychological,Moderate,Total labour force,350.0
Manitoba,Females,15 to 24 years,Mental and/or psychological,Moderate,Participation rate,47.1
Manitoba,Females,15 to 24 years,Mental and/or psychological,Moderate,Age standardized participation rate,45.5
Manitoba,Females,15 to 24 years,Mental and/or psychological,Severe,Total labour force,340.0
Manitoba,Females,15 to 24 years,Mental and/or psychological,Severe,Participation rate,54.5
Manitoba,Females,15 to 24 years,Mental and/or psychological,Severe,Age standardized participation rate,54.7
Manitoba,Females,15 to 24 years,Mental and/or psychological,Severe,Employment Rate,45.5
Manitoba,Females,15 to 24 years,Mental and/or psychological,Severe,Age standardized employment rate,46.4
Manitoba,Females,25 to 34 years,All disability types,Mild,Total labour force,2440.0
Manitoba,Females,25 to 34 years,All disability types,Mild,Employed,1700.0
Manitoba,Females,25 to 34 years,All disability types,Mild,Participation rate,75.1
Manitoba,Females,25 to 34 years,All disability types,Mild,Age standardized participation rate,75.3
Manitoba,Females,25 to 34 years,All disability types,Mild,Employment Rate,74.2
Manitoba,Females,25 to 34 years,All disability types,Mild,Age standardized employment rate,74.2
Manitoba,Females,25 to 34 years,All disability types,Moderate,Total labour force,1050.0
Manitoba,Females,25 to 34 years,All disability types,Moderate,Employed,670.0
Manitoba,Females,25 to 34 years,All disability types,Moderate,Participation rate,87.6
Manitoba,Females,25 to 34 years,All disability types,Moderate,Age standardized participation rate,87.9
Manitoba,Females,25 to 34 years,All disability types,Moderate,Employment Rate,63.8
Manitoba,Females,25 to 34 years,All disability types,Moderate,Age standardized employment rate,63.6
Manitoba,Females,25 to 34 years,All disability types,Severe,Total labour force,1280.0
Manitoba,Females,25 to 34 years,All disability types,Severe,Participation rate,71.7
Manitoba,Females,25 to 34 years,All disability types,Severe,Age standardized participation rate,71.2
Manitoba,Females,25 to 34 years,All disability types,Severe,Employment Rate,69.3
Manitoba,Females,25 to 34 years,All disability types,Severe,Age standardized employment rate,69.6
Manitoba,Females,25 to 34 years,All disability types,Very Severe,Total labour force,990.0
Manitoba,Females,25 to 34 years,Mobility,Very Severe,Total labour force,720.0
Manitoba,Females,25 to 34 years,Flexibility,Severe,Participation rate,82.1
Manitoba,Females,25 to 34 years,Flexibility,Severe,Age standardized participation rate,81.8
Manitoba,Females,25 to 34 years,Flexibility,Very Severe,Total labour force,680.0
Manitoba,Females,25 to 34 years,Pain,Mild,Total labour force,950.0
Manitoba,Females,25 to 34 years,Pain,Mild,Employed,570.0
Manitoba,Females,25 to 34 years,Pain,Mild,Participation rate,70.2
Manitoba,Females,25 to 34 years,Pain,Mild,Age standardized participation rate,70.9
Manitoba,Females,25 to 34 years,Pain,Mild,Employment Rate,67.9
Manitoba,Females,25 to 34 years,Pain,Mild,Age standardized employment rate,67.9
Manitoba,Females,25 to 34 years,Pain,Moderate,Total labour force,890.0
Manitoba,Females,25 to 34 years,Pain,Moderate,Employed,530.0
Manitoba,Females,25 to 34 years,Pain,Moderate,Participation rate,87.6
Manitoba,Females,25 to 34 years,Pain,Moderate,Age standardized participation rate,87.6
Manitoba,Females,25 to 34 years,Pain,Moderate,Employment Rate,59.6
Manitoba,Females,25 to 34 years,Pain,Moderate,Age standardized employment rate,59.0
Manitoba,Females,25 to 34 years,Pain,Severe,Total labour force,1200.0
Manitoba,Females,25 to 34 years,Pain,Severe,Participation rate,69.2
Manitoba,Females,25 to 34 years,Pain,Severe,Age standardized participation rate,69.5
Manitoba,Females,25 to 34 years,Pain,Severe,Employment Rate,67.5
Manitoba,Females,25 to 34 years,Pain,Severe,Age standardized employment rate,67.8
Manitoba,Females,25 to 34 years,Pain,Very Severe,Total labour force,650.0
Manitoba,Females,25 to 34 years,Mental and/or psychological,Mild,Employed,340.0
Manitoba,Females,25 to 34 years,Mental and/or psychological,Moderate,Total labour force,450.0
Manitoba,Females,25 to 34 years,Mental and/or psychological,Moderate,Employed,410.0
Manitoba,Females,25 to 34 years,Mental and/or psychological,Moderate,Participation rate,91.1
Manitoba,Females,25 to 34 years,Mental and/or psychological,Moderate,Age standardized participation rate,90.4
Manitoba,Females,25 to 34 years,Mental and/or psychological,Moderate,Employment Rate,91.1
Manitoba,Females,25 to 34 years,Mental and/or psychological,Moderate,Age standardized employment rate,90.4
Manitoba,Females,25 to 34 years,Mental and/or psychological,Very Severe,Total labour force,780.0
Manitoba,Females,35 to 44 years,All disability types,Mild,Total labour force,2470.0
Manitoba,Females,35 to 44 years,All disability types,Mild,Employed,2180.0
Manitoba,Females,35 to 44 years,All disability types,Mild,Participation rate,89.1
Manitoba,Females,35 to 44 years,All disability types,Mild,Age standardized participation rate,89.0
Manitoba,Females,35 to 44 years,All disability types,Mild,Employment Rate,88.3
Manitoba,Females,35 to 44 years,All disability types,Mild,Age standardized employment rate,88.1
Manitoba,Females,35 to 44 years,All disability types,Moderate,Total labour force,2160.0
Manitoba,Females,35 to 44 years,All disability types,Moderate,Employed,1210.0
Manitoba,Females,35 to 44 years,All disability types,Moderate,Participation rate,60.8
Manitoba,Females,35 to 44 years,All disability types,Moderate,Age standardized participation rate,60.6
Manitoba,Females,35 to 44 years,All disability types,Moderate,Employment Rate,60.8
Manitoba,Females,35 to 44 years,All disability types,Moderate,Age standardized employment rate,60.6
Manitoba,Females,35 to 44 years,All disability types,Severe,Total labour force,1440.0
Manitoba,Females,35 to 44 years,All disability types,Severe,Employed,750.0
Manitoba,Females,35 to 44 years,All disability types,Severe,Not in labour force,550.0
Manitoba,Females,35 to 44 years,All disability types,Severe,Participation rate,57.7
Manitoba,Females,35 to 44 years,All disability types,Severe,Age standardized participation rate,57.4
Manitoba,Females,35 to 44 years,All disability types,Severe,Employment Rate,57.7
Manitoba,Females,35 to 44 years,All disability types,Severe,Age standardized employment rate,57.4
Manitoba,Females,35 to 44 years,All disability types,Very Severe,Total labour force,1040.0
Manitoba,Females,35 to 44 years,Hearing,Moderate,Total labour force,300.0
Manitoba,Females,35 to 44 years,Mobility,Moderate,Employed,230.0
Manitoba,Females,35 to 44 years,Mobility,Severe,Total labour force,910.0
Manitoba,Females,35 to 44 years,Mobility,Severe,Not in labour force,380.0
Manitoba,Females,35 to 44 years,Mobility,Severe,Participation rate,51.9
Manitoba,Females,35 to 44 years,Mobility,Severe,Age standardized participation rate,51.5
Manitoba,Females,35 to 44 years,Mobility,Severe,Employment Rate,51.9
Manitoba,Females,35 to 44 years,Mobility,Severe,Age standardized employment rate,51.5
Manitoba,Females,35 to 44 years,Mobility,Very Severe,Total labour force,940.0
Manitoba,Females,35 to 44 years,Flexibility,Moderate,Total labour force,910.0
Manitoba,Females,35 to 44 years,Flexibility,Moderate,Employed,490.0
Manitoba,Females,35 to 44 years,Flexibility,Moderate,Participation rate,56.3
Manitoba,Females,35 to 44 years,Flexibility,Moderate,Age standardized participation rate,56.1
Manitoba,Females,35 to 44 years,Flexibility,Moderate,Employment Rate,56.3
Manitoba,Females,35 to 44 years,Flexibility,Moderate,Age standardized employment rate,56.1
Manitoba,Females,35 to 44 years,Flexibility,Severe,Total labour force,900.0
Manitoba,Females,35 to 44 years,Flexibility,Severe,Employed,440.0
Manitoba,Females,35 to 44 years,Flexibility,Severe,Participation rate,56.4
Manitoba,Females,35 to 44 years,Flexibility,Severe,Age standardized participation rate,57.3
Manitoba,Females,35 to 44 years,Flexibility,Severe,Employment Rate,56.4
